.8 0217.2  5686.2  
-0862.3 0150.9  5944.1  
-0823.7 0200.6  5948.1  
-0792.8 0134.3  5950.8  
-0808.2 0184.0  5954.5  
-0800.5 0250.4  5959.5  
-0839.1 0167.4  5962.8  
-0777.4 0217.2  5967.2  
-0831.4 0150.9  5970.2  
-0746.5 0184.0  5973.9  
-0800.5 0233.8  5978.6  
-0800.5 0200.6  5982.6  
-0808.2 0217.2  5986.9  
-0792.8 0200.6  5990.9  
-0823.7 0184.0  5994.6  
-0831.4 0150.9  5997.6  
-0846.8 0217.2  6002.0  
-0754.2 0233.8  6006.7  
-0908.7 0184.0  6010.3  
-0839.1 0250.4  6015.3  
-0862.3 0200.6  6019.4  
-0854.6 0233.8  6024.0  
-0754.2 0150.9  6027.1  
-0792.8 0184.0  6030.7  
-0692.6 0233.8  6035.4  
-0862.3 0217.2  6039.8  
-0839.1 0233.8  6044.4  
-0870.0 0200.6  6048.4  
-0870.0 0233.8  6053.1  
-0823.7 0283.5  6058.8  
-0970.7 0167.4  6062.1  
-0839.1 0283.5  6067.8  
-0978.5 0250.4  6072.8  
-0986.2 0316.7  6079.2  
-0978.5 0333.3  6085.8  
-1087.2 0333.3  6092.5  
-1001.7 0399.6  6100.5  
-1040.6 0349.9  6107.5  
-0994.0 0399.6  6115.5  
-1048.3 0366.5  6122.8  
-1025.0 0383.0  6130.5  
-1079.4 0449.4  6139.5  
-1095.0 0383.0  6147.1  
-1001.7 0432.8  6155.8  
-0939.7 0399.6  6163.8  
-1071.7 0449.4  6172.8  
-0978.5 0449.4  6181.7  
-1141.8 0432.8  6190.4  
-1040.6 0466.0  6199.7  
-0947.4 0416.2  6208.0  
-0792.8 0449.4  6217.0  
-0901.0 0366.5  6224.4  
-0916.5 0416.2  6232.7  
-0846.8 0383.0  6240.4  
-0970.7 0366.5  6247.7  
-0870.0 0466.0  6257.0  
-0916.5 0383.0  6264.7  
-0854.6 0383.0  6272.3  
-0816.0 0449.4  6281.3  
-0800.5 0349.9  6288.3  
-0777.4 0399.6  6296.3  
-0761.9 0366.5  6303.6  
-0738.8 0349.9  6310.6  
-0669.5 0333.3  6317.3  
-0746.5 0383.0  6325.0  
-0677.2 0383.0  6332.6  
-0623.3 0316.7  6339.0  
-0615.7 0399.6  6347.0  
-0731.1 0333.3  6353.6  
-0746.5 0316.7  6360.0  
-0615.7 0399.6  6368.0  
-0761.9 0333.3  6374.6  
-0646.4 0383.0  6382.3  
-0569.5 0333.3  6388.9  
-0631.0 0383.0  6396.6  
-0615.7 0333.3  6403.3  
-0569.5 0416.2  6411.6  
-0446.8 0383.0  6419.3  
-0538.8 0283.5  6424.9  
-0577.2 0399.6  6432.9  
-0492.8 0316.7  6439.3  
-0400.8 0316.7  6445.6  
-0377.8 0316.7  6451.9  
-0423.8 0316.7  6458.3  
-0331.9 0349.9  6465.3  
-0370.1 0266.9  6470.6  
-0339.5 0333.3  6477.3  
-0186.5 0266.9  6482.6  
-0232.4 0300.1  6488.6  
-0201.8 0300.1  6494.6  
-0224.7 0266.9  6500.0  
-0133.0 0300.1  6506.0  
-0133.0 0266.9  6511.3  
-0148.2 0266.9  6516.7  
-0125.3 0316.7  6523.0  
-0163.5 0316.7  6529.3  
-0194.1 0316.7  6535.7  
-0079.4 0283.5  6541.3  
-0125.3 0283.5  6547.0  
-0094.7 0233.8  6551.7  
-0033.6 0283.5  6557.3  
0081.0  0283.5  6563.0  
0012.2  0200.6  6567.0  
0050.4  0316.7  6573.4  
0050.4  0167.4  6576.7  
0035.1  0217.2  6581.1  
0165.1  0300.1  6587.1  
0157.4  0300.1  6593.1  
0111.5  0266.9  6598.4  
0103.9  0217.2  6602.8  
0012.2  0266.9  6608.1  
0073.3  0233.8  6612.8  
-0025.9 0283.5  6618.4  
0050.4  0333.3  6625.1  
0019.8  0300.1  6631.1  
0180.4  0366.5  6638.4  
0134.5  0300.1  6644.4  
0157.4  0349.9  6651.4  
0364.0  0383.0  6659.1  
0364.0  0333.3  6665.8  
0348.7  0383.0  6673.4  
0287.5  0283.5  6679.1  
0256.9  0300.1  6685.1  
0310.4  0333.3  6691.8  
0172.7  0333.3  6698.4  
0371.7  0333.3  6705.1  
0149.8  0300.1  6711.1  
0203.3  0399.6  6719.1  
0211.0  0349.9  6726.1  
0203.3  0399.6  6734.1  
0318.1  0399.6  6742.1  
0402.3  0383.0  6749.8  
0417.6  0449.4  6758.7  
0525.0  0399.6  6766.7  
0525.0  0383.0  6774.4  
0601.8  0316.7  6780.7  
1042.1  0366.5  6788.1  
0425.3  0283.5  6793.7  
1034.3  0333.3  6800.4  
1011.0  0316.7  6806.7  
0894.8  0167.4  6810.1  
0825.2  0200.6  6814.1  
1346.8  0217.2  6818.4  
0894.8  0117.7  6820.8  
1276.2  0184.0  6824.5  
0972.2  0034.8  6825.2  
1073.2  0134.3  6827.9  
1018.8  0034.8  6828.6  
1135.5  0117.7  6830.9  
1042.1  0117.7  6833.3  
1081.0  0051.4  6834.3  
1198.0  0150.9  6837.3  
1378.3  0117.7  6839.7  
1229.2  0101.1  6841.7  
1284.0  0150.9  6844.7  
1362.6  0034.8  6845.4  
1394.0  0167.4  6848.8  
1401.9  0018.2  6849.1  
1536.2  0067.9  6850.5  
1488.7  0018.2  6850.9  
1536.2  0034.8  6851.5  
1480.8  0084.5  6853.2  
1528.3  -0048.0 6852.3  
1394.0  0018.2  6852.6  
1488.7  -0014.9 6852.3  
1417.7  -0031.5 6851.7  
1647.5  0018.2  6852.1  
1472.9  0018.2  6852.4  
1591.8  0001.6  6852.5  
1528.3  -0014.9 6852.2  
1568.0  -0014.9 6851.9  
1544.2  -0048.0 6850.9  
1591.8  0001.6  6851.0  
1655.5  0001.6  6851.0  
1655.5  -0014.9 6850.7  
1687.4  0018.2  6851.1  
1719.4  -0014.9 6850.8  
1880.1  0001.6  6850.8  
1839.8  -0048.0 6849.8  
1831.7  0001.6  6849.9  
1961.0  0034.8  6850.6  
2034.2  -0048.0 6849.6  
1952.9  0001.6  6849.6  
1928.6  -0064.6 6848.3  
2001.7  -0064.6 6847.0  
1928.6  -0048.0 6846.1  
1952.9  -0081.2 6844.5  
1855.9  -0031.5 6843.8  
1735.4  -0031.5 6843.2  
1775.5  -0031.5 6842.6  
1823.7  0001.6  6842.6  
1815.6  0001.6  6842.6  
1671.4  0051.4  6843.7  
1727.4  0034.8  6844.3  
1847.8  0034.8  6845.0  
1831.7  0034.8  6845.7  
1864.0  0067.9  6847.1  
1952.9  0117.7  6849.5  
1977.3  0018.2  6849.8  
2017.9  0117.7  6852.2  
2042.4  -0014.9 6851.9  
2034.2  0034.8  6852.6  
2091.4  0051.4  6853.6  
2001.7  -0031.5 6853.0  
2009.8  0001.6  6853.0  
2009.8  -0081.2 6851.4  
1936.7  -0048.0 6850.4  
1807.6  -0097.8 6848.5  
1928.6  0034.8  6849.2  
2091.4  0067.9  6850.5  
2099.6  0067.9  6851.9  
2132.4  0051.4  6852.9  
2165.2  -0064.6 6851.6  
2305.7  -0014.9 6851.3  
2314.0  -0097.8 6849.4  
2206.4  -0164.1 6846.1  
2297.4  -0064.6 6844.8  
2389.0  -0114.4 6842.5  
2414.1  -0114.4 6840.2  
2548.8  -0180.7 6836.6  
2506.6  -0180.7 6833.0  
2523.5  -0164.1 6829.7  
2591.3  -0263.6 6824.4  
2642.3  -0230.5 6819.8  
2430.9  -0296.8 6813.9  
2414.1  -0296.8 6807.9  
2314.0  -0247.0 6803.0  
2414.1  -0230.5 6798.4  
2372.3  -0197.3 6794.4  
2330.6  -0280.2 6788.8  
2239.4  -0230.5 6784.2  
2322.3  -0280.2 6778.6  
2314.0  -0280.2 6773.0  
2464.5  -0230.5 6768.4  
2540.4  -0313.4 6762.1  
2439.3  -0296.8 6756.2  
2506.6  -0379.7 6748.6  
2616.8  -0330.0 6742.0  
2599.8  -0379.7 6734.4  
2380.7  -0446.1 6725.5  
2489.7  -0396.3 6717.5  
2456.1  -0429.5 6709.0  
2397.4  -0363.1 6701.7  
2372.3  -0412.9 6693.4  
2198.1  -0363.1 6686.2  
2058.7  -0313.4 6679.9  
1880.1  -0313.4 6673.6  
1775.5  -0247.0 6668.7  
1615.7  -0230.5 6664.1  
1639.5  -0131.0 6661.5  
1425.6  -0114.4 6659.2  
1751.4  -0081.2 6657.5  
1655.5  0001.6  6657.6  
1615.7  -0081.2 6656.0  
1880.1  -0048.0 6655.0  
1663.5  -0164.1 6651.7  
1679.4  -0048.0 6650.7  
2017.9  0001.6  6650.8  
1872.0  -0131.0 6648.2  
1969.2  -0081.2 6646.5  
1831.7  -0114.4 6644.2  
1639.5  -0131.0 6641.6  
1378.3  -0064.6 6640.3  
1268.4  0018.2  6640.7  
1647.5  0117.7  6643.0  
0972.2  -0031.5 6642.4  
0933.5  0034.8  6643.1  
0517.3  0067.9  6644.5  
0663.3  0217.2  6648.8  
0671.0  0333.3  6655.5  
0910.3  0266.9  6660.8  
0933.5  0333.3  6667.5  
1011.0  0266.9  6672.8  
1088.8  0283.5  6678.5  
0863.9  0233.8  6683.2  
1143.3  0300.1  6689.2  
1401.9  0283.5  6694.9  
1237.0  0150.9  6697.9  
1158.9  0200.6  6701.9  
1057.7  0084.5  6703.6  
0594.1  0150.9  6706.6  
0709.5  0333.3  6713.3  
0863.9  0333.3  6719.9  
0517.3  0366.5  6727.3  
0671.0  0316.7  6733.6  
0540.4  0399.6  6741.6  
0295.1  0449.4  6750.6  
0571.1  0482.5  6760.2  
0601.8  0499.1  6770.2  
0609.5  0432.8  6778.9  
0709.5  0466.0  6788.2  
0640.3  0399.6  6796.2  
0825.2  0383.0  6803.8  
0964.5  0316.7  6810.2  
0933.5  0233.8  6814.9  
0887.1  0217.2  6819.2  
0802.1  0134.3  6821.9  
0918.0  0167.4  6825.2  
0724.9  0250.4  6830.2  
0471.3  0134.3  6832.9  
0949.0  0283.5  6838.6  
0632.6  0184.0  6842.3  
0387.0  0233.8  6847.0  
0609.5  0250.4  6852.0  
0540.4  0266.9  6857.3  
0295.1  0349.9  6864.3  
0433.0  0300.1  6870.3  
0624.9  0383.0  6878.0  
0802.1  0300.1  6884.0  
0856.1  0300.1  6890.0  
0671.0  0250.4  6895.0  
0594.1  0184.0  6898.7  
0433.0  0217.2  6903.0  
0456.0  0184.0  6906.7  
0425.3  0233.8  6911.4  
0379.3  0200.6  6915.4  
0142.1  0200.6  6919.4  
0279.8  0300.1  6925.4  
0287.5  0283.5  6931.1  
0571.1  0300.1  6937.1  
0586.5  0217.2  6941.4  
0287.5  0217.2  6945.8  
0165.1  0266.9  6951.1  
-0003.0 0283.5  6956.8  
-0110.0 0349.9  6963.8  
0119.2  0383.0  6971.4  
0096.3  0399.6  6979.4  
0035.1  0383.0  6987.1  
0180.4  0449.4  6996.1  
0157.4  0416.2  7004.4  
0096.3  0349.9  7011.4  
0279.8  0432.8  7020.1  
0134.5  0333.3  7026.7  
-0010.7 0366.5  7034.1  
0042.8  0449.4  7043.0  
-0033.6 0432.8  7051.7  
-0094.7 0449.4  7060.7  
-0186.5 0383.0  7068.3  
-0217.1 0466.0  7077.7  
-0247.7 0432.8  7086.3  
-0263.0 0499.1  7096.3  
-0308.9 0565.5  7107.6  
-0347.2 0449.4  7116.6  
-0293.6 0582.0  7128.2  
-0255.3 0582.0  7139.9  
-0324.2 0648.4  7152.9  
-0278.3 0631.8  7165.5  
-0270.6 0631.8  7178.1  
-0155.9 0665.0  7191.4  
-0224.7 0598.6  7203.4  
-0240.0 0648.4  7216.4  
-0133.0 0565.5  7227.7  
-0140.6 0648.4  7240.7  
-0087.1 0615.2  7253.0  
-0125.3 0582.0  7264.6  
-0194.1 0648.4  7277.6  
-0278.3 0582.0  7289.2  
-0148.2 0598.6  7301.2  
-0224.7 0615.2  7313.5  
-0255.3 0598.6  7325.5  
-0224.7 0665.0  7338.8  
-0178.8 0598.6  7350.7  
-0056.5 0648.4  7363.7  
-0186.5 0615.2  7376.0  
-0186.5 0615.2  7388.3  
-0003.0 0648.4  7401.3  
0126.8  0582.0  7412.9  
0035.1  0582.0  7424.6  
-0110.0 0548.9  7435.5  
-0163.5 0499.1  7445.5  
-0094.7 0482.5  7455.2  
-0056.5 0582.0  7466.8  
0157.4  0598.6  7478.8  
0211.0  0499.1  7488.8  
0050.4  0482.5  7498.4  
0241.6  0466.0  7507.8  
0348.7  0532.3  7518.4  
0410.0  0515.7  7528.7  
0364.0  0416.2  7537.0  
0318.1  0466.0  7546.4  
0471.3  0416.2  7554.7  
0417.6  0499.1  7564.7  
0333.4  0482.5  7574.3  
0218.6  0383.0  7582.0  
0203.3  0499.1  7592.0  
0249.2  0449.4  7601.0  
0310.4  0532.3  7611.6  
0387.0  0432.8  7620.3  
0448.3  0499.1  7630.2  
0410.0  0515.7  7640.6  
0540.4  0449.4  7649.5  
0763.5  0466.0  7658.9  
0802.1  0383.0  7666.5  
0856.1  0349.9  7673.5  
0879.3  0349.9  7680.5  
1011.0  0266.9  7685.9  
0902.5  0233.8  7690.5  
1096.6  0184.0  7694.2  
0987.8  0150.9  7697.2  
0995.5  0067.9  7698.6  
1042.1  0150.9  7701.6  
0980.0  0134.3  7704.3  
0941.2  0101.1  7706.3  
0949.0  0167.4  7709.7  
0987.8  0134.3  7712.4  
0941.2  0184.0  7716.0  
1073.2  0184.0  7719.7  
1018.8  0200.6  7723.7  
1104.3  0217.2  7728.1  
1096.6  0150.9  7731.1  
1174.5  0217.2  7735.4  
1213.6  0217.2  7739.8  
1127.7  0150.9  7742.8  
1417.7  0200.6  7746.8  
1260.5  0101.1  7748.8  
1362.6  0117.7  7751.2  
1425.6  0034.8  7751.9  
1362.6  0051.4  7752.9  
1394.0  0067.9  7754.3  
1401.9  0001.6  7754.3  
1394.0  0051.4  7755.3  
1331.1  -0014.9 7755.0  
1394.0  0018.2  7755.4  
1409.8  -0031.5 7754.8  
1331.1  0067.9  7756.1  
1315.4  0067.9  7757.5  
1291.9  0051.4  7758.5  
1284.0  0150.9  7761.6  
1354.7  0067.9  7762.9  
1284.0  0167.4  7766.3  
1307.6  0184.0  7769.9  
1386.2  0217.2  7774.3  
1472.9  0233.8  7779.0  
1441.3  0184.0  7782.6  
1449.2  0250.4  7787.7  
1504.6  0200.6  7791.7  
1528.3  0217.2  7796.0  
1488.7  0217.2  7800.4  
1449.2  0184.0  7804.0  
1520.4  0217.2  7808.4  
1560.0  0150.9  7811.4  
1528.3  0167.4  7814.8  
1520.4  0200.6  7818.8  
1528.3  0134.3  7821.5  
1528.3  0134.3  7824.1  
1512.5  0101.1  7826.2  
1291.9  0117.7  7828.5  
1401.9  0134.3  7831.2  
1465.0  0184.0  7834.9  
1623.6  0217.2  7839.2  
1703.4  0184.0  7842.9  
1719.4  0217.2  7847.3  
1655.5  0167.4  7850.6  
1599.7  0233.8  7855.3  
1864.0  0250.4  7860.3  
1839.8  0200.6  7864.3  
1904.3  0233.8  7869.0  
1904.3  0167.4  7872.3  
1783.5  0217.2  7876.7  
1799.6  0200.6  7880.7  
1839.8  0250.4  7885.7  
1847.8  0266.9  7891.0  
1831.7  0233.8  7895.7  
1928.6  0266.9  7901.0  
1864.0  0134.3  7903.7  
1855.9  0233.8  7908.4  
1904.3  0167.4  7911.8  
1944.8  0250.4  7916.8  
1920.5  0217.2  7921.1  
1791.5  0200.6  7925.1  
1687.4  0217.2  7929.5  
1751.4  0200.6  7933.5  
1783.5  0233.8  7938.2  
1864.0  0283.5  7943.8  
1831.7  0250.4  7948.8  
1912.4  0316.7  7955.2  
1977.3  0266.9  7960.5  
2042.4  0283.5  7966.2  
2206.4  0333.3  7972.9  
2206.4  0300.1  7978.9  
2256.0  0316.7  7985.2  
2231.1  0150.9  7988.2  
2322.3  0184.0  7991.9  
2206.4  0150.9  7994.9  
2214.6  0200.6  7998.9  
2214.6  0233.8  8003.6  
2173.4  0134.3  8006.3  
2189.9  0233.8  8011.0  
2042.4  0167.4  8014.3  
2034.2  0300.1  8020.3  
2107.8  0300.1  8026.3  
2124.2  0283.5  8032.0  
2148.8  0349.9  8039.0  
2173.4  0283.5  8044.7  
2280.8  0349.9  8051.7  
2397.4  0333.3  8058.3  
2239.4  0366.5  8065.7  
2414.1  0383.0  8073.3  
2355.6  0300.1  8079.3  
2633.8  0383.0  8087.0  
2548.8  0316.7  8093.3  
2608.3  0366.5  8100.6  
3015.6  0349.9  8107.6  
2945.1  0399.6  8115.6  
2540.4  0316.7  8122.0  
2565.8  0482.5  8131.6  
4138.1  0366.5  8139.0  
1920.5  0150.9  8142.0  
3239.1  0300.1  8148.0  
3477.7  0250.4  8153.0  
2001.7  0067.9  8154.3  
2042.4  0134.3  8157.0  
3059.9  0333.3  8163.7  
1663.5  0150.9  8166.7  
2272.5  0399.6  8174.7  
2805.7  0432.8  8183.4  
2439.3  0383.0  8191.0  
2814.3  0366.5  8198.4  
3158.1  0333.3  8205.0  
3042.2  0184.0  8208.7  
2989.1  0184.0  8212.4  
3015.6  0217.2  8216.7  
2831.7  0101.1  8218.8  
2936.4  0101.1  8220.8  
3068.8  0018.2  8221.1  
3140.1  0001.6  8221.2  
3194.0  -0048.0 8220.2  
3781.1  -0081.2 8218.6  
3627.9  -0147.5 8215.6  
3330.1  -0247.0 8210.7  
3839.4  -0197.3 8206.8  
3742.5  -0280.2 8201.1  
3468.4  -0213.9 8196.9  
3771.4  -0197.3 8192.9  
3505.6  -0263.6 8187.7  
3394.4  -0197.3 8183.7  
3449.8  -0213.9 8179.4  
3086.6  -0147.5 8176.5  
3449.8  0001.6  8176.5  
3917.8  -0014.9 8176.2  
3203.0  -0031.5 8175.6  
3898.1  -0031.5 8174.9  
3713.7  -0048.0 8174.0  
3898.1  -0048.0 8173.0  
4128.0  -0048.0 8172.1  
3917.8  -0097.8 8170.1  
4429.9  -0147.5 8167.2  
4128.0  -0180.7 8163.5  
4516.0  -0213.9 8159.3  
4714.5  -0131.0 8156.6  
4179.0  -0280.2 8151.0  
4138.1  -0247.0 8146.1  
4240.8  -0296.8 8140.2  
3800.5  -0379.7 8132.6  
5135.9  -0280.2 8127.0  
2548.8  -0446.1 8118.0  
3839.4  -0197.3 8114.1  
3394.4  -0247.0 8109.1  
3375.9  -0247.0 8104.2  
3330.1  -0114.4 8101.9  
3742.5  -0131.0 8099.3  
3800.5  -0097.8 8097.3  
3937.5  -0131.0 8094.7  
4240.8  -0180.7 8091.1  
4408.6  -0247.0 8086.2  
4209.8  -0363.1 8078.9  
4516.0  -0412.9 8070.6  
4209.8  -0529.0 8060.1  
3907.9  -0479.2 8050.5  
4077.3  -0495.8 8040.6  
4027.1  -0562.1 8029.3  
3829.6  -0479.2 8019.7  
3543.1  -0529.0 8009.1  
3571.2  -0479.2 7999.6  
3561.8  -0363.1 7992.3  
3403.6  -0313.4 7986.0  
3385.1  -0280.2 7980.4  
3375.9  -0280.2 7974.8  
3403.6  -0213.9 7970.5  
3330.1  -0247.0 7965.6  
3515.0  -0180.7 7962.0  
3665.9  -0147.5 7959.0  
3685.0  -0230.5 7954.4  
3580.7  -0180.7 7950.8  
3561.8  -0247.0 7945.9  
3468.4  -0213.9 7941.6  
3293.6  -0147.5 7938.6  
3422.0  -0180.7 7935.0  
3375.9  -0081.2 7933.4  
3552.4  -0197.3 7929.4  
3275.4  -0147.5 7926.5  
3366.8  -0114.4 7924.2  
3212.0  -0097.8 7922.2  
3086.6  -0014.9 7921.9  
3122.2  -0064.6 7920.7  
3104.4  0001.6  7920.7  
3095.5  0001.6  7920.7  
3580.7  0018.2  7921.1  
2719.4  -0081.2 7919.5  
2676.5  -0014.9 7919.2  
2997.9  0001.6  7919.2  
2745.2  -0064.6 7917.9  
2875.2  -0014.9 7917.6  
2918.9  0018.2  7918.0  
2866.5  0001.6  7918.0  
3140.1  0001.6  7918.0  
3113.3  -0064.6 7916.7  
3006.8  -0014.9 7916.4  
2945.1  -0064.6 7915.1  
2702.2  0001.6  7915.2  
2565.8  0051.4  7916.2  
2745.2  0067.9  7917.6  
2531.9  0101.1  7919.6  
2206.4  0067.9  7921.0  
2107.8  0184.0  7924.6  
2214.6  0167.4  7928.0  
2091.4  0200.6  7932.0  
2189.9  0266.9  7937.3  
2206.4  0200.6  7941.4  
2264.2  0283.5  7947.0  
2364.0  0217.2  7951.4  
2372.3  0250.4  7956.4  
2633.8  0266.9  7961.7  
2330.6  0200.6  7965.7  
2702.2  0250.4  7970.7  
2297.4  0117.7  7973.1  
2422.5  0200.6  7977.1  
2165.2  0067.9  7978.5  
2083.2  0150.9  7981.5  
1961.0  0184.0  7985.2  
1727.4  0217.2  7989.5  
2042.4  0333.3  7996.2  
1888.2  0250.4  8001.2  
1560.0  0266.9  8006.5  
1711.4  0333.3  8013.2  
1735.4  0283.5  8018.9  
1855.9  0349.9  8025.9  
1839.8  0300.1  8031.9  
1815.6  0283.5  8037.5  
1944.8  0366.5  8044.9  
2042.4  0333.3  8051.5  
2173.4  0366.5  8058.9  
2034.2  0233.8  8063.5  
2050.5  0266.9  8068.9  
2231.1  0233.8  8073.6  
2042.4  0184.0  8077.2  
1791.5  0250.4  8082.2  
1735.4  0217.2  8086.6  
1767.4  0283.5  8092.3  
1568.0  0200.6  8096.3  
1719.4  0349.9  8103.3  
1855.9  0266.9  8108.6  
1615.7  0184.0  8112.3  
1449.2  0233.8  8117.0  
1512.5  0200.6  8121.0  
1807.6  0250.4  8126.0  
1888.2  0200.6  8130.0  
1743.4  0184.0  8133.7  
1743.4  0117.7  8136.0  
1759.4  0167.4  8139.4  
1904.3  0184.0  8143.1  
1767.4  0067.9  8144.4  
1575.9  0150.9  8147.4  
1520.4  0101.1  8149.5  
1536.2  0233.8  8154.1  
1441.3  0217.2  8158.5  
1346.8  0067.9  8159.9  
1639.5  0333.3  8166.5  
1323.3  0051.4  8167.6  
1042.1  0184.0  8171.2  
1088.8  0217.2  8175.6  
1182.3  0217.2  8179.9  
1378.3  0283.5  8185.6  
1291.9  0250.4  8190.6  
1198.0  0266.9  8195.9  
1158.9  0233.8  8200.6  
1378.3  0300.1  8206.6  
1433.4  0266.9  8212.0  
1244.9  0117.7  8214.3  
1284.0  0250.4  8219.3  
1221.4  0184.0  8223.0  
1198.0  0250.4  8228.0  
1143.3  0233.8  8232.7  
0949.0  0233.8  8237.4  
0956.7  0300.1  8243.4  
0894.8  0266.9  8248.7  
1081.0  0366.5  8256.0  
0918.0  0217.2  8260.4  
1003.3  0300.1  8266.4  
0941.2  0333.3  8273.1  
1034.3  0266.9  8278.4  
0941.2  0300.1  8284.4  
0825.2  0200.6  8288.4  
1057.7  0283.5  8294.1  
1182.3  0233.8  8298.8  
0887.1  0217.2  8303.1  
1190.1  0217.2  8307.4  
1081.0  0101.1  8309.5  
0879.3  0184.0  8313.2  
1096.6  0167.4  8316.5  
0848.4  0134.3  8319.2  
1011.0  0167.4  8322.5  
0809.8  0117.7  8324.9  
0724.9  0167.4  8328.2  
0748.1  0200.6  8332.3  
0802.1  0233.8  8336.9  
0755.8  0217.2  8341.3  
0717.2  0184.0  8345.0  
0809.8  0217.2  8349.3  
0648.0  0167.4  8352.7  
0771.2  0233.8  8357.3  
0594.1  0200.6  8361.3  
0663.3  0217.2  8365.7  
0640.3  0250.4  8370.7  
0632.6  0167.4  8374.0  
0632.6  0250.4  8379.1  
0678.7  0184.0  8382.7  
0540.4  0266.9  8388.1  
0655.6  0233.8  8392.8  
0532.7  0217.2  8397.1  
0486.6  0266.9  8402.4  
0425.3  0233.8  8407.1  
0517.3  0283.5  8412.8  
0379.3  0233.8  8417.5  
0371.7  0283.5  8423.1  
0494.3  0316.7  8429.5  
0379.3  0316.7  8435.8  
0463.6  0333.3  8442.5  
0348.7  0283.5  8448.1  
0272.2  0333.3  8454.8  
0356.4  0316.7  8461.1  
0379.3  0283.5  8466.8  
0417.6  0333.3  8473.5  
0548.0  0266.9  8478.8  
0456.0  0250.4  8483.8  
0402.3  0200.6  8487.8  
0417.6  0233.8  8492.5  
0371.7  0233.8  8497.2  
0318.1  0167.4  8500.5  
0149.8  0217.2  8504.9  
0172.7  0184.0  8508.6  
0195.7  0217.2  8512.9  
0256.9  0283.5  8518.6  
0256.9  0266.9  8523.9  
0295.1  0316.7  8530.3  
0241.6  0233.8  8534.9  
0203.3  0283.5  8540.6  
0318.1  0200.6  8544.6  
0264.5  0250.4  8549.6  
0287.5  0300.1  8555.6  
0287.5  0184.0  8559.3  
0264.5  0184.0  8563.0  
0203.3  0184.0  8566.7  
0287.5  0250.4  8571.7  
0203.3  0167.4  8575.0  
0073.3  0233.8  8579.7  
0035.1  0266.9  8585.0  
-0048.9 0217.2  8589.4  
-0087.1 0300.1  8595.4  
0019.8  0184.0  8599.1  
-0079.4 0316.7  8605.4  
-0048.9 0349.9  8612.4  
-0201.8 0266.9  8617.7  
-0247.7 0333.3  8624.4  
-0194.1 0349.9  8631.4  
-0117.7 0399.6  8639.4  
-0079.4 0399.6  8647.4  
-0186.5 0366.5  8654.7  
-0163.5 0349.9  8661.7  
0004.5  0316.7  8668.1  
-0041.2 0316.7  8674.4  
-0110.0 0349.9  8681.4  
-0102.4 0283.5  8687.1  
-0102.4 0283.5  8692.7  
-0064.2 0233.8  8697.4  
-0087.1 0300.1  8703.4  
-0209.4 0250.4  8708.4  
-0209.4 0266.9  8713.8  
-0255.3 0300.1  8719.8  
-0285.9 0316.7  8726.1  
-0232.4 0366.5  8733.4  
-0263.0 0300.1  8739.4  
-0370.1 0366.5  8746.8  
-0377.8 0316.7  8753.1  
-0255.3 0399.6  8761.1  
